article_id,outlet,entity_type,sentence_resolved,description_phrase,extraction_method,token_span
CNN_0023,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",has left children,dep,55-84
CNN_0023,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",marked instance,dep,106-129
CNN_0023,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",at least 19 children,pos,64-84
CNN_0023,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",a uniquely American tragedy,pos,133-160
CNN_0024,CNN,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",were killed,dep,33-44
CNN_0024,CNN,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",Nineteen children,pos,0-17
CNN_0024,CNN,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",a mass shooting,pos,48-63
CNN_0024,CNN,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",the second deadliest school shooting,pos,129-165
CNN_0024,CNN,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",was shot,dep,68-76
CNN_0024,CNN,victim,"The school teaches second through fourth grades and had 535 students in the 2020-21 school year, according to state data.",had students,dep,52-68
CNN_0024,CNN,victim,"The school teaches second through fourth grades and had 535 students in the 2020-21 school year, according to state data.",535 students,pos,56-68
CNN_0024,CNN,victim,Some told CNN Some gave Some DNA to help identify the victims.,to help,dep,33-40
CNN_0024,CNN,victim,Some told CNN Some gave Some DNA to help identify the victims.,identify victims,dep,41-61
CNN_0024,CNN,victim,Some told CNN Some gave Some DNA to help identify the victims.,the victims,pos,50-61
CNN_0025,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",has left children,dep,55-84
CNN_0025,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",marked instance,dep,106-129
CNN_0025,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",at least 19 children,pos,64-84
CNN_0025,CNN,victim,"Tuesday's shooting at a Texas elementary school, which has left at least 19 children and two adults dead, marked another instance of a uniquely American tragedy.",a uniquely American tragedy,pos,133-160
Fox_0001,Fox,victim,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

It goes back to why did we not have a police officer, meaning an armed resource officer, at the front of this school?",TEXAS SCHOOL SHOOTING,dep,8-29
Fox_0001,Fox,victim,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

It goes back to why did we not have a police officer, meaning an armed resource officer, at the front of this school?",18 STUDENTS,dep,31-42
Fox_0001,Fox,victim,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD

It goes back to why did we not have a police officer, meaning an armed resource officer, at the front of this school?",ONE ADULT KILLED,pos,44-60
Fox_0002,Fox,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",killed children,dep,45-63
Fox_0002,Fox,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",suspected,dep,97-106
Fox_0002,Fox,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",A mass shooting,pos,0-15
Fox_0002,Fox,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",19 children,pos,52-63
Fox_0002,Fox,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said.",two teachers,pos,68-80
Fox_0002,Fox,victim,"Two police officers were shot and woundedbut were expected to survive, Abbott said.",were shot,dep,20-29
Fox_0002,Fox,victim,"Two police officers were shot and woundedbut were expected to survive, Abbott said.",were expected,dep,45-58
Fox_0002,Fox,victim,"""Texans across the state are grieving for the victims of this senseless crime and for the community of Uvalde.",are grieving,dep,25-37
Fox_0002,Fox,victim,"""Texans across the state are grieving for the victims of this senseless crime and for the community of Uvalde.",the victims,pos,42-53
Fox_0002,Fox,victim,"The shooter was likely killed by responding officers, but the investigation was still ongoing, authorities said.",was killed by,dep,12-32
Fox_0003,Fox,victim,"Gendron killed 10 people andwounded three others, officials have said.",killed people,dep,8-24
Fox_0003,Fox,victim,"Gendron killed 10 people andwounded three others, officials have said.",andwounded others,dep,25-48
Fox_0003,Fox,victim,"Gendron killed 10 people andwounded three others, officials have said.",10 people,pos,15-24
Fox_0003,Fox,victim,Eleven of the victims were Black individuals.,the victims,pos,10-21
Fox_0003,Fox,victim,"The deceased victims have been identified as: Roberta A. Drury, 32; Margus D.
Morrison, 52; Andre Mackneil, 53; Aaron Salter, 55; Geraldine Talley, 62; Celestine Chaney, 65 ; Heyward Patterson, 67; KatherineMassey, 72; Pearl Young, 77; and Ruth Whitfield, 86.",have been identified,dep,21-41
Fox_0003,Fox,victim,"The deceased victims have been identified as: Roberta A. Drury, 32; Margus D.
Morrison, 52; Andre Mackneil, 53; Aaron Salter, 55; Geraldine Talley, 62; Celestine Chaney, 65 ; Heyward Patterson, 67; KatherineMassey, 72; Pearl Young, 77; and Ruth Whitfield, 86.",deceased victims,pos,4-20
Fox_0003,Fox,victim,"The deceased victims have been identified as: Roberta A. Drury, 32; Margus D.
Morrison, 52; Andre Mackneil, 53; Aaron Salter, 55; Geraldine Talley, 62; Celestine Chaney, 65 ; Heyward Patterson, 67; KatherineMassey, 72; Pearl Young, 77; and Ruth Whitfield, 86.",The deceased victims,pos,0-20
Fox_0003,Fox,victim,"The deceased victims have been identified as: Roberta A. Drury, 32; Margus D.
Morrison, 52; Andre Mackneil, 53; Aaron Salter, 55; Geraldine Talley, 62; Celestine Chaney, 65 ; Heyward Patterson, 67; KatherineMassey, 72; Pearl Young, 77; and Ruth Whitfield, 86.",Pearl Young,pos,219-230
Fox_0004,Fox,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",left children,dep,88-104
Fox_0004,Fox,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",14 children,pos,93-104
Fox_0004,Fox,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",one teacher,pos,109-120
Fox_0004,Fox,victim,"Texas Governor Greg Abbott said that 14 elementary school students and one teacher from the Robb Elementary School in Uvaldehad died after the suspect, who the governor identified as local resident Salvador Romas, attacked the school.",died,dep,128-132
Fox_0004,Fox,victim,"Texas Governor Greg Abbott said that 14 elementary school students and one teacher from the Robb Elementary School in Uvaldehad died after the suspect, who the governor identified as local resident Salvador Romas, attacked the school.",14 elementary school students,pos,37-66
Fox_0004,Fox,victim,"Texas Governor Greg Abbott said that 14 elementary school students and one teacher from the Robb Elementary School in Uvaldehad died after the suspect, who the governor identified as local resident Salvador Romas, attacked the school.",one teacher,pos,71-82
Fox_0005,Fox,victim,"Vice President Kamala Harris called on leaders to take action following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday.",the deadly mass shooting,pos,72-96
Fox_0006,Fox,victim,The Uvalde Consolidated Independent School District (UCISD) in Texas had many security measures in place before Tuesday'smass shooting that left at least 18 students and a teacher dead after a now-deceased suspect opened fire at Robb ElementarySchool.,left students,dep,140-165
Fox_0006,Fox,victim,The Uvalde Consolidated Independent School District (UCISD) in Texas had many security measures in place before Tuesday'smass shooting that left at least 18 students and a teacher dead after a now-deceased suspect opened fire at Robb ElementarySchool.,Tuesday'smass shooting,pos,112-134
